Region,Sq. Km
MALKAGUFU,178.1
MASALALE NORTH,79.7
MASALALE NORTH,79.7
KORONDILE,"1,287.00"
BASIR NORTH,71.9
BASIR NORTH,71.9
GOLBO,162.8
GOLBO,100.1
JARTE WEST,62.7
KORONDILE,199.6
KOBOLE,48.6
KORONDILE,49.1
NYATTA,101.8
LAKOLE NORTH,397.8
BITOYREBAY,199.9
LAKOLE NORTH,118.2
SAA-KUNO,79.6
LENSAYU,244.1
KOBEDATACHA,65.2
LENSAYU,178.9
HARADE,149.3
HARADE,77.9
WELMARER,71.4
SIREY,61.5
SIREY,61.5
ELDAS,"4,491.90"
ANOLE,467.2
ANOLE,192.7
ANOLE,192.7
JUKALA,68.2
JUKALA,21
TOWFIQ,47.3
MAJABOW,16.5
MAJABOW,16.5
MALKAGUFUL SOUTH,21.8
MALKAGUFUL SOUTH,21.8
WARADEY,62.3
WARADEY,62.3
WARGADUD,105.6
WARGADUD,105.6
DELA,"1,023.70"
ABDIWAQO,484.2
ABDIWAQO,484.2
DELA,412.1
DELA,358.5
HARAGAL WEST,53.6
DELA YARE,127.4
DELA YARE,127.4
ELDAS,"2,505.10"
ARESWARJI,281.4
ARESWARJI,281.4
BASIR,2.9
BASIR,2.9
BULLASHAIR,7.7
BULLASHAIR,7.7
DAADANTALAI,85.4
DADHANTALAI,85.4
ELDAS,51.5
ELDAS,11.7
WAGBERI,39.8
KILKILEY,574.2
KILKILEY,574.2
LAKOLE SOUTH,"1,245.60"
LAKOLE SOUTH,"1,245.60"
MASALALE,256.4
MASALALE,256.4
EL-NUR,495.9
BALATUN AMIN,99.1
BALATUL AMIN,99.1
BIAD,150
BIAD,39.2
ELYUNIS WEST,110.7
DODHA,2.7
DODHA,2.7
EL-NUR,235.9
EL-NUR,235.9
TOHIID,8.2
TOWHIID,8.2
HABASWEIN,"10,912.50"
BANANE,"3,233.60"
BANANE,654.4
BANANE,654.4
DABLEY,585.7
DABLEY,585.7
ILDALATA,85.9
TURGUDA,85.9
SALA,294.6
SALA,294.6
SARIF,"1,613.10"
SARIF,"1,613.10"
DADAJABULLA,"1,469.20"
BROON,58.1
BROON,58.1
DADAJABULLA,280.2
DADAJABULLA,280.2
ELIMA DAGOL,233
ELIMA DAGOL,233
GARASKA,402
GARASKA,402
GETWAB,335.2
GETWAB,335.2
LAGDUB,160.8
LAGDUB,160.8
HABASWEIN,"3,900.40"
ABAKORE,609.1
ABAKORE,609.1
ABORE,263.1
ABORE,263.1
ALIDUMAL,365.5
ALIDUMAL,365.5
DALSAN,161.9
DALSAN,161.9
DILMANYALE,381.9
DILMANYALE,168.2
DULGUB,213.7
FADIWEIN,344.1
FADIWEIN,344.1
HABASWEIN,0.8
CENTRAL,0.8
KARU,485
ALLANUS,485
KIBILAY,15.7
BULLA JUU,15.4
KIBILAY,0.3
LAGBOGOL,58.7
LAGBOGOL,58.7
LAGDIMA,176.3
LAGDIMA,176.3
MATHAHLIBAH,163.9
MATHAHLIBAH,163.9
MERI,254.9
AQALAAR,109.2
MERI,145.7
NDEGE,33.7
NDEGE,33.7
SILIGLE,76.9
SILIGLE,76.9
TESORIE,305.9
TESORIE,305.9
UDHOLE,203.1
UDHOLE,203.1
SABULI,"2,309.20"
DAGAHLEY,615.3
ABDILLE GAB,56.4
DAGAHLEY,261.1
MATHAHBAQAY,91.8
WELARI,206
DARFUR,158.6
DARFUR,158.6
FINI,133
FINI,133
LAMBARAHA,110
LAMBARAHA,110
SABULI,632.9
ARABLOW,91.4
ISKEDEG,154.5
SABULI,61.9
SHIDLEY,325
SHIMBIRBUL,659.6
SHIMBIRBUL,659.6
TARBAJ,"9,608.40"
KOTULO,"3,303.70"
AUSMUDULE,786.7
AUSMUDULE,566.8
KAJAJA II,220
BOJIGARAS,114.5
BOJIGARAS,114.5
DASHEG,299.9
DASHEG,267.5
KAJAJA I,32.4
KOTULO,819.3
EL-KOTULO,95
KOTULO,724.3
LAFALEY,369.7
JOWHAR,45.5
LAFALEY,324.2
WARGADUD,913.5
HUNGAI,263.1
WARGADUD,650.4
MANSA,"2,517.60"
BURMAYO,420.1
BURMAYO,420.1
ELBEN,368
ELBEN,368
MANSA,"1,346.80"
MANSA,"1,346.80"
OGORALE,382.7
OGORALE,382.7
SARMAN,"1,961.60"
DAMBAS,524.7
DAMBAS,435
JAIJAI,51.4
MACHINE BEN,38.4
DUNTO,588.8
BASANIJA,91.5
DUNTO,497.3
GUNANA,401.8
GUNANA,387.8
KORAMA,13.9
SARMAN,446.3
BERJANAI,31
SARMAN,415.3
TARBAJ,"1,825.50"
HARAGAL,542.4
HARAGAL,370.8
MAJABOW,171.6
KATOTE,544.8
HASSAN YAROW,118.5
KATOTE,426.3
TARBAJ,738.3
ELYUNIS,236.1
TARBAJ,502.2
WAJIR EAST,"4,053.30"
CENTRAL,123.8
ALIMAOW,0.9
ALIMAOW,0.9
BARAZA PARK,0.4
BARAZA PARK,0.4
BARWAQO,10.1
BARWAQO,10.1
MAALIM SALAT,35.3
ELMI,27.3
MAALIM SALAT,8
FURAHA,8.8
BULLA GADUD,4.7
FURAHA,4
GOT-RAHMA,8.9
GOT-RAHMA,8.9
HALANE,5.9
HALANE,5.9
HODHAN,17.3
HODHAN,17.3
JOGBARO,23.1
GOT-ADE,10.2
MAKOROR,13
JOGOO,1.4
JOGOO,1.4
TOWNSHIP,1
TOWNSHIP,1
WAGBERI,10.7
WAGBERI,10.7
KHOROF HARAR,"1,202.00"
KHOROF HARAR,"1,202.00"
GURMAREY,99.7
KHOROF HARAR,288.5
QARSA,813.9
WAJIR BOR,"2,727.50"
ARBAQERAMSO,169.7
ARBAQERAMSO,134.9
LANBIB,34.8
ANDAKI EAST,538.7
ANDAKI EAST,538.7
KONTON,285.5
KONTON,285.5
RIBA,"1,084.80"
RIBA,"1,084.80"
WAJIR BOR,648.9
WAJIR BOR,648.9
WAJIR NORTH,"4,041.80"
BUTE,"1,120.40"
BUTE,84.2
BUTE,23.1
BUTEGODHA,61.1
DUGO,53.5
DUGO,53.5
GODOMA,25.5
GODOMA,25.5
GUMAR,67.1
GUMAR,67.1
HOTE,155.6
HOTE,155.6
OGORJI,611.2
ADADIJOLE,103.6
JARTI,9.4
OGORJI,498.3
WALENSTUTU,82.6
WALENSTUTU,82.6
WATITI,40.6
WATITI,40.6
GURAR,"2,921.50"
AJAWA,224.2
AJAWA,224.2
BOSICHA,172.6
BOSICHA,172.6
DANABA,165.2
DANABA,4.4
HADARAKA,160.8
GARKILO,111.5
BASAKOROW,48.4
GARKILO,63.1
GULANI,162.5
BOLOWLE,59.9
GULANI,102.6
GURAR,169.2
GURAR,169.2
QARARI,505.2
QARARI,505.2
QARSABULA,110
QARSABULA,110
QARSASARE,653
QARSASARE,223.8
SAKE GAMADA/GAGABA,429.2
QUADAMA,648.1
QUADAMA,648.1
WAJIR SOUTH,"10,734.40"
BURDER,"1,897.60"
ABAQDERE,137.1
ABAQDERE,137.1
BURDER,"1,417.30"
BURDER,657.1
GULLEDERE,448
RABABALE,115
WELGARAS,197.2
IBRAHIM JIBILIBEY,114.7
IBRAHIM JIBILIBEY,114.7
SHIMBIREY,228.5
SHIMBIREY,228.5
DIFF,"2,766.70"
ALIO ISMAIL,464.6
ALIO ISMAIL,464.6
AQTALAHEL,226
AQTALAHEL,226
BALDOS DUGOW,14.5
BALDOS DUGOW,3
BULA GUMAR,11.6
DIFF,786.2
DIFF,786.2
HAMBALASH,539.6
HAMBALASH,539.6
QARURAH,126.7
QARURAH,126.7
SALALMA,609.1
BALI YAREY,177.9
SALALMA,431.1
KULAALEY,"3,886.10"
BILBUR - BOR,467.4
LAMANDED,114.3
BILBUR-BOR,150.3
SUKELA,202.8
EL-ADOW,180
EL-ADOW,52.7
MEYGAG,127.3
EYRIB,232.3
EYRIB,232.3
HUBSOY,803.8
HUBSOY,335.5
NOLLEY,468.3
KHUMBI,11.1
KHUMBI,11.1
KULAALEY,569.3
KULAALEY,145.8
LEHELEY,423.5
KURSIN,499.6
KURSIN,68.9
QOQAR,430.7
MACHESA,"1,122.50"
MACHESA,"1,122.50"
WAJIR-BOR SOUTH,"2,184.00"
ARGANE,486.8
ARGANE,486.8
HANDAKI,262
HANDAKI,262
IBRAHIM URE,640.5
IBRAHIM URE,640.5
WAJIR-BOR SOUTH,220.3
WAJIR-BOR SOUTH,220.3
GERILLE,574.4
GERILLE,574.4
WAJIR WEST,"9,044.00"
ADEMASAJIDA,"1,059.10"
ADEMASAJIDA,16.4
ADEMASAJIDA,16.4
HADADO SOUTH,399.8
HADADO SOUTH,399.8
KANCHARA,196.8
GUTICHA,77.8
KANCHARA,119
L.M.D,187.5
L.M.D,13.6
REQNORTH,173.8
LAGDIMA,78.2
LAGDIMA,78.2
LOLKUTA SOUTH,180.4
LOLKUTA SOUTH/GESDOR,180.4
ARBAJAHAN,"2,685.80"
ADAN AWALE,"1,118.20"
ADAN AWALE,"1,118.20"
ARBAJAHAN,782.6
ARBAJAHAN,563.8
KARA,218.9
GARSE KOFTU,785
GARSE KOFTU,610.7
WELATHI,174.3
GRIFTU,"1,576.70"
DADACH ANO,21.9
DADACH ANO,21.9
BOA,42.7
BOA,42.7
GRIFTU,492.2
GRIFTU,466.1
GRIFTU TOWNSHIP,0.6
JAGHIR,25.5
KURMAN,51.1
KURMAN,51.1
MATHO,87.9
MATHO,87.9
TULATULA,680.9
ABAQ MATHOBE,254.5
MIRGO HARUN,140.1
TULATULA,286.3
FATUMA NUR,199.9
FATUMA NUR,199.9
HADADO,"1,910.50"
ATHIBOHOL,630.1
ATHIBOHOL,630.1
GOTHEY,324.1
GOTHEY,324.1
HADADO NORTH,762.6
HADADO NORTH,762.6
HADADO WABERI,193.6
HADADO WABERI,193.6
LAGBOGOL,360.7
KORICH,124.2
KORICH,124.2
LAGBOGOL NORTH,236.6
BUSBUS,61.2
LAGBOGOL NORTH,175.4
WAGALLA,"1,451.20"
BARMISH,842.9
BARMISH,842.9
BOJIHERI,122.2
BOJIHERI,122.2
GANYURE,83.6
BADADA,9.1
GANYURE,54.3
WECHIR,20.1
KALKACHA,12.6
KALKACHA,12.6
KUKALA,36.6
KUKALA,36.6
LAGBOR,114.3
LAGBOR,114.3
MAUMAU,26
MAUMAU,26
SHANTA-ABAQ,119.8
SHANTA-ABAQ,119.8
WAGALLA,93.2
WAGALLA,93.2
MANDERA,"25,942.20"
MANDERA WEST,"4,018.10"
DANDU,"1,568.70"
BURDURAS EAST,17.4
BURDURAS EAST,17.4
BURDURAS WEST,50.8
BURDURAS WEST,50.8
DANDU,520.2
DANDU,381.4
EL-DANABA,138.8
GITHER,727.7
GITHER,603.3
SAKE,124.4
KUBIHALO,252.6
KUBIHALO,252.6
TAKABA,"2,449.40"
DARWED,453.5
AWACHO SAMBUR,453.5
DIDKURO,238.3
DIDKURO,238.3
DUDUBLE,393.1
DUDUBLE,393.1
LAGSURE NORTH,158.1
LAGSURE NORTH,158.1
LAGSURE SOUTH,129.7
BULLAMPYA,129.7
SUKELA KULI,280
SUKELA KULI,280
TAKABA,530
ARDAHALO,51.9
KUBDISHAN,448
TAKABA,30
WANGAI DAHAN,266.6
QOQAYE,166.3
WANGAI DAHAN,100.3
BANISA,"3,943.80"
BANISA,"1,499.80"
BANISA,403.8
BANISA,139.8
GURDIS,264
CHIRACHA,95
CHIRACHA,95
DERKALE,555.9
BURASHUM,257.7
DERKALE,175.4
KUKUB,54.1
TARAMA,68.7
EYMOLE,175
AMEYI,80.1
EYMOLE,94.9
LULIS,270
AWAL YATTANI,132.8
LULIS,137.2
KILIWEHIRI,589.5
KILIWEHIRI,254.9
BIRKAN,101.7
KILIWEHIRI,125.9
UMUR,27.3
FUNAN TESO,334.6
GOLJO,172.8
FUNAN TESO,106.2
KHOT KHOT,55.7
MALKAMARI,"1,854.50"
ARDA GARBICHA,48.7
ARDA GARBICHA,13.1
NITIYAYA,35.6
GUBA,864.4
CHOROKO,196.1
GUBA,361.8
TARBEY,198.4
JURUQO,108.2
HULLOW,269.4
HULLOW,269.4
MALKA RUQA,145.1
MALKA RUQA,145.1
MALKAMARI,526.9
DOMAL,20
MALKAMARI,507
KOTULO,"2,509.30"
BOREHOLE II,370.1
BOREHOLE II,219
BOREHOLE II,219
DABACITY,67.4
DABACITY,67.4
DIMU,83.7
DIMU,83.7
ELRAM,749.2
ELRAM,348.2
ABEY UMUR,231.1
ELRAM,117.1
GARSESALA,401
GARSESALA,401
KUTAYU,716.1
KUTAYU,716.1
KUTAYU,532.8
NYATALIO,183.3
KOTULO,674
BOJIGARSE,77.1
BOJIGARSE,77.1
HARWALE,269.1
HARWALE,269.1
KOTULO TOWN,34.6
KOTULO TOWN,34.6
LEHELE,109.4
LEHELE,109.4
MALBE,183.7
MALBE,183.7
LAFEY,"3,795.40"
LAFEY,"2,207.20"
ALUNGU,494.6
ALANGO GOF,494.6
BULLA ALUNGU,113.3
BULLA ALUNGU,113.3
DAMASA,101.3
DAMASA,101.3
FINO,452.7
FINO,365.4
HARERITUR,87.3
KABO,347.4
KABO,347.4
KAMORA LIBAN,79.1
KAMORA LIBAN,79.1
LAFEY CENTRAL,276.6
LAFEY CENTRAL,276.6
LAFEY SOUTH,79.3
LAFEY SOUTH,79.3
SHEIKH BARROW,262.9
SHEIKH BARROW,262.9
SALA,628.4
JABI EAST,235.2
JABI EAST,235.2
SALA,393.2
SALA,393.2
WARANKARA,959.8
BAMBO,150.9
BAMBO,19.8
BARMILLA,131.1
GARI,146.2
GARI,146.2
WARANKARA,662.7
SAFO,225
WARANQARA,437.7
MANDERA CENTRAL,"4,031.60"
ELWAK,"1,165.70"
BULLA AFYA,14.4
BULLA AFYA,14.4
ELWAK SOUTH,161.3
ELWAK SOUTH,161.3
ELWAK TOWN,602.8
DAWDER,181
EL-ADI,117.2
ELWAK TOWN,304.7
UDOLE,185.1
UDOLE,185.1
WANTE,202
ELGOLICHA,84.1
WANTE,117.9
QALANQALESA,566.8
FINCHARO,311.5
DOLOLO,1.8
FINCHARO,309.7
QALANQALESA,119.6
QALANQALESA,119.6
QARSA DAMU,135.7
QARSA DAMU,135.7
SHIMBIR FATUMA,"1,098.60"
BURMAYO NORTH,241.8
BURMAYO NORTH,241.8
BURMAYO SOUTH,8.6
BURMAYO SOUTH,5
GARSEDAM,3.6
CHACHABOLE,506.3
CHACHABOLE,169.7
KOB-ADADI,336.6
SHIMBIR FATUMA,341.9
SHIMBIR FATUMA,341.9
WARGADUD,"1,200.60"
WARGADUD,675.2
BUQE,128.7
ELELE,140.4
IRESKINTO,80.5
WARGADUD,325.6
SUKELA TINFA,88
SUKELA TINFA,88
WARGADUD EAST,232.7
WARGADUD EAST,232.7
QURAHMAHDOW,204.6
QURAHMADOW,204.6
MANDERA EAST,"2,505.70"
ARABIA,760.3
ARABIA,670.9
ARABIA,670.9
OMAR JILLOW,89.4
OMAR JILLOW,89.4
LIBEHIYA,870.2
FAREY,45.3
FAREY,45.3
LIBEHIYA,347.4
LIBEHIYA,244.8
QURADER,102.6
ODHA,402.5
BAMBO,154.6
ODA,247.9
SEROHINDI,75.1
HARAR,43.1
SEROHINDI,31.9
HARERI,280.3
ARESA,79.8
ARESA,79.8
HARERI,85.8
HARERI,85.8
QUMBISO,114.7
QUMBISO,114.7
KHALALIO,499.9
BELLA,12.5
BELLA,3.7
MATASAFARA,8.8
BULLA HAJI,3.8
BULLA HAJI,3.8
BURABOR,39.7
BUR ABOR,6
SHARIF,33.7
FIKOW,10.8
FIKOW,10.8
GADUDIA,25.2
GADUDIA,25.2
GARBAQOLEY,79.8
GARBAQOLEY,79.8
GINGO,4.1
DARIKA,2.3
GINGO,1.5
MEYGAG,0.3
HARERI HOSLE,203.2
BIDHA,81.1
HARERI HOSLE,80.3
KAMOR ELE,41.8
KARO,107.9
KARO,72.3
SIDAHJIROT,35.7
KHALALIO,13
KHALALIO,9.1
LEMANDED,3.9
CENTRAL,95
BARWAQO,30.4
BAKOLOW,27.6
BARWAQO,2.8
BORDER POINT ONE,9.6
BORDER POINT ONE,9.6
BULLA JAMHURIA,5.8
BULLA JAMHURIA,0.9
BULLA NGUVU,0.9
BULLA POWER,4
BULLA MPYA,3
BULLA MPYA,3
CENTRAL,2.6
CENTRAL,2.6
KAMOR,2.6
KAMOR,2.6
NEBOI,22.3
NEBOI,22.3
SHAFSHAFEY,16.8
SHAFSHAFEY,16.8
TOWNSHIP,2
TOWNSHIP,2
MANDERA NORTH,"5,138.20"
ASHABITO,"2,671.10"
ASHABITO,347.7
ASHABITO,347.7
GOFA,769.1
GOFA,769.1
GUTICHA,471.7
GUTICHA,471.7
KUBI,247.9
KUBI,247.9
MAROTHILE,86.6
MAROTHILE,86.6
OGORWEIN,301.1
OGORWEIN,301.1
SHIRSHIR,447.1
SHIRSHIR,447.1
OLLA,"1,358.70"
BARWAQO,87.4
BARWAQO,87.4
LANQURA,488.2
LANQURA,488.2
OLLA,693.7
KOBANDAQA,32.4
OLLA,661.3
SARMAN,89.4
SARMAN,89.4
RHAMU,284.6
BULLA DODAY,188
BULLA DODAY,11.1
JABIBAR,177
GIRISSA,12.5
GIRISSA,12.5
RHAMU,78.3
RHAMU,78.3
SHANTOLEY,5.8
SHANTOLEY,5.8
RHAMU DIMTU,823.7
GARSE,122.2
GARSE,122.2
KALICHA,91.3
KALICHA,91.3
MADO,39.2
MADO,39.2
RHAMU DIMTU,429.2
HARARE,262.5
QORAHEY,76.5
RHAMU DIMTU,90.2
YABICHO,141.8
YABICHO,141.8
MARSABIT,"70,944.30"
LOIYANGALANI,"11,789.20"
KARGI,"5,664.10"
KARGI,"3,178.10"
KAMBINYE,"1,748.20"
KARGI,"1,429.90"
KURKUM,"1,147.00"
KURKUM,"1,147.00"
SOUTH HORR,"1,339.00"
ARGE,"1,023.40"
KURUNGU,282.8
SOUTH HORR,32.7
LOIYANGALANI,"6,125.20"
LOIYANGALANI,"3,344.40"
EL MOLO BAY,521.8
GAS,"1,219.10"
LOIYANGALANI,988.2
MOITE,615.3
MT. KULAL,"2,780.70"
ARAPAL,"1,080.50"
LARACHI,13.7
MT. KULAL,558.5
OLTUROT,"1,128.00"
MARSABIT CENTRAL,"2,142.80"
CENTRAL,"1,583.30"
DAKABARICHA,10.8
DAKABARICHA,6.3
MATA ARBA,4.5
HULAHULA,547.3
HULAHULA,318.3
OGICHO,229
JIRIME,445.6
JIRIME,194.8
MILIMA MITATU,250.8
KARARE,232.4
KARARE,179.9
KARARE SCHEME,52.4
MOUNTAIN,91.4
TOWNSHIP,90.4
WABERA,1
NAGAYO,6.3
MAJENGO,5.8
NYAYO ROAD,0.4
SONGA,249.5
KITURUNI,154.6
LEYAI,46.5
SONGA,48.4
DIRRI,216.3
QILTA KORMA,112.3
GAR QARSA,103.1
QILTA KORMA,9.2
SAGANTE,104
GORO-RUKESA,98.3
SAGANTE,5.7
GADAMOJI,343.3
DIRIB GOMBO,204.4
DIRIB,93.9
QACHACHA,110.5
JALDESA,138.9
BADASSA,55.9
JALDESA,83
MARSABIT NORTH,"19,836.90"
KALACHA,"1,799.90"
EL-GADE,"1,135.10"
EL-GADE,966.4
RAGE,168.7
KALACHA,664.8
ILLER,388.1
KALACHA,276.7
MAIKONA,"4,702.60"
FOROLE,373.3
FOROLE,373.3
HURRI HILLS,"1,573.90"
BURARAT,432.4
HURRI HILLS,"1,141.50"
MAIKONA,"2,755.40"
ARANO,"1,672.40"
MAIKONA,623.5
MEDATE KURO,459.5
TURBI,"13,334.40"
BUBISA,"5,640.00"
BUBISA,"2,952.50"
ORONDER,"2,687.50"
BURGABO,"1,717.80"
BURGABO,"1,334.40"
TIGO,383.4
SHURR,"3,057.90"
HAWAYE,473.1
SHURR,"2,584.80"
TURBI,"2,918.60"
DEMO,"1,858.70"
TURBI,"1,060.00"
MARSABIT SOUTH,"8,447.40"
KORR,"2,479.60"
BALAH,372.2
BALAH,65.1
HAFARE,307.1
ILLAUT,525.9
ILLAUT,525.9
NGURUNIT,910.4
LONYORIPECHAU,498.2
MPAGAS,146.6
NGURUNIT,265.6
KORR,671.1
HALISURWA,29.6
KORR,22.2
OROTILKES,619.3
LAISAMIS,"4,479.60"
KOYA,"3,309.50"
KOYA,"1,948.30"
SAKARDALLA,"1,361.20"
LAISAMIS,257.6
LAISAMIS,58.2
NAIRIBI,73.2
SILAPANI,126.3
LONTOLIO,583.2
LONTOLIO,64.1
LOSIDAN,309.3
NDIKIR,209.8
MERILLE,329.3
IRIR,174
MERILLE,155.3
LOGOLOGO,"1,488.20"
KAMBOE,72.7
KAMBOE,72.7
LOGOLOGO,"1,415.60"
GUDAS/SORIADI,372.3
LBAROK,"1,002.90"
LOGOLOGO,38.3
LOKILELENGI,2
MOYALE,"3,327.20"
CENTRAL,"1,783.00"
BIASHARA/GURUMESA,1
GURUMESA,1
BORI,"1,653.60"
BORI,207.6
QATE/TALUROBA,"1,446.00"
BUTIYE,13.3
BUTIYE,3.1
GOROMUDA,10.2
HEILU,24.7
HEILU,7.9
MANSILE,16.9
KINISA,24.4
KINISA,24.4
LAMI,0.7
LAMI,0.7
MANYATTA,2.7
MANYATTA BURJI,2.7
SOMARE,59.3
SOMARE,24.2
TESO,35.1
TOWNSHIP,3.3
SESSI,2.3
TOWNSHIP,1
GOLBO,"1,544.20"
DABEL,988.9
DABEL,31.7
DIRDIMA,52
GOLLA,218.9
GUYO TIMO,443.8
MISA,242.6
GODOMA,120.9
GODOMA,44.6
GODOMA DIDIQO,76.3
NANA,121.8
NANA,82.2
YABALLO,39.6
ODDA,312.6
FUNANYATTA,244.8
ODDA,67.9
NORTH HORR,"19,336.70"
DUKANA,"7,877.20"
BALESA RIRIBA,"1,268.10"
BALESA,"1,268.10"
BALESA SARU,"3,234.40"
BALES-SARU,"1,194.50"
BULLUK,"1,187.20"
SABARE,852.7
DUKANA,"1,868.10"
DUKANA,"1,868.10"
EL HADI,"1,506.70"
EL HADI,"1,034.10"
MARINE,472.6
ILERET,"1,973.40"
ILERET,"1,973.40"
ILERET,"1,973.40"
NORTH HORR,"8,185.30"
GALAS,"1,625.80"
CHARIGOLLO,"1,178.50"
GALAS,447.3
MALABOT,"1,112.20"
MALABOT,"1,112.20"
NORTH HORR,"5,447.40"
DARADE,"2,416.90"
ELBESO,"1,019.40"
NORTH HORR,"1,231.90"
QORQA,779.2
SIBILOI NATIONAL PARK,"1,300.80"
SIBILOI NATIONAL PARK,"1,300.80"
SIBILOI NATIONAL PARK,"1,300.80"
SOLOLO,"6,063.90"
OBBU,"2,556.00"
AMBALLO,"1,739.90"
AMBALLO,"1,272.10"
BODHODHA,467.8
ANONA,16.8
ANONA,16.8
DAMBALA FACHANA,446.1
DAMBALA FACHANA,134.6
GARBA,311.5
SOLOLO RAMATA,48.1
RAMATA,48.1
WAYE,70.1
MADO ADI,14.7
WAYE GODHA,55.4
SOLOLO-MAKUTANO,235.1
SOLOLO-MAKUTANO,235.1
URAN,"3,507.90"
GOLOLE,83.3
GOLOLE,55.7
KARBURURI,27.7
RAWANA,"3,026.40"
BANALE,608.8
RAWANA/TITO,"2,417.60"
URAN,79.8
LATAKA,63.6
URAN,16.1
WALDA,318.5
WALDA,318.5
ISIOLO,"25,349.20"
GARBATULLA,"9,902.20"
GARBATULLA,"4,111.00"
BOJI,265.2
BOJI,260.5
TANNA,4.7
ESKOT,"1,416.40"
ESKOT/SIKLEY,"1,416.40"
GAFARSA,"1,028.30"
BELGESH,941.4
GAFARSA,87
GARBATULLA,956
GARBATULLA SOUTH/KAMPI SAMAKI,935.2
GARBATULLA NORTH,20.8
KOMBOLA,65.2
KOMBOLA,65.2
MALKADAKA,328.2
KUROFTU MOLLU,155.4
MALKADAKA,172.8
MUCHURO,51.7
MUCHURO,51.7
KINNA,"2,225.40"
DUSE,345.2
BIBI,30.6
DUSE,314.6
KINNA NORTH,421.7
KINNA NORTH,9.1
KUBISERA,412.6
KINNA SOUTH,34.2
KINNA SOUTH,7
GUBADIDA,27.1
KULAMAWE,339.8
KULAMAWE,287.7
YAQBARSADI,52.1
MADOYAKA,540
GIRISA,248
MADOYAKA,292
RAPSU,544.5
KORBESA,480.6
RAPSU,63.9
SERICHO,"3,565.80"
BADANA,"1,102.20"
BADANA,185.5
HARR ADHI,916.7
IRESA BORU,390.8
FOROSA,16.5
IRESA BORU,215.7
MOGORE,158.5
KOMOR_BULLA,437.6
KOMOR_BULLA,365.9
MODOGASHE NORTH,71.7
MODOGASHE,723.2
BURQUQE/BARKUKE,685.7
MODOGASHE SOUTH,37.5
SERICHO,728.1
BILIKI,176.9
GUBATU,76
QONE,451.5
SERICHO,23.6
ELEDERA,183.9
ELEDERA/HUDUN,183.9
ISIOLO,"2,691.00"
CENTRAL,584.2
BURAT,208.4
BURAT,70.3
KILIMANI,12.5
LEPARUA,125.6
CENTRAL,3
BULLA PESA,0.9
CENTRAL,2.1
ODHA,5.6
KAMBI GARBA,3.3
KAMBI ODHA,2.4
WASO,3.8
MARIRE,0.9
WASO,2.9
WEST,363.4
LORUKO,65.8
WEST,297.7
EAST,13.9
EAST,6.3
KIWANJANI,1.3
MWANGAZA,3.9
WABERA,1.1
TULLU ROBA,7.6
ACACIA,7.6
NGAREMARA,902.2
ATTAN,193.5
ATTAN,193.5
GOTU,428.5
BOJI DERA,425.6
GOTU,2.9
NAKUPURAT,178.7
NAKUPURAT,178.7
NGAREMARA,101.4
MANYATTA NORTH,5.9
MANYATTA ZEBRA,92.2
NGAREMARA,3.4
OLDONYIRO,"1,190.70"
KIPSING,288.2
KIPSING,288.2
LENGURUMA,301.3
LENGURUMA,301.3
LONGOPITO,337.1
LONGOPITO,236.6
TUALE,100.5
OLDONYIRO,264.1
OLDONYIRO,141
RUMATE,123.1
MERTI,"12,756.00"
CHERAB,"8,390.00"
DADACHA BASA,"1,676.10"
ALANGO,"1,252.50"
DADACHA BASA,423.6
KORBESA,175.4
BILIQI,99.3
KORBESA,40
SALETI,36
MALKA GALLA,"1,409.00"
DADACHA LAFE,810.4
MALKA GALLA,598.6
MATA ARBA,73
BULTO BONSA,5.5
MATA ARBA,67.5
YAMICHA,"5,056.60"
DUMA,"1,378.80"
URURA/LOLKUTA NORTH/JIRA/NOORGOS/BUKUMA,"3,444.20"
YAMICHA,233.6
KOM,"1,233.30"
BISAN BILIQO,851.3
BISAN BILIKO,38.4
BILIQO MARARA,786.5
KOM,26.4
BULESA,382
NYACHIS,15.4
BULESA,67.5
GODA,299.1
MERTI,"3,132.70"
MERTI NORTH,"3,076.20"
LAKOLE,"2,913.30"
MERTI NORTH,162.9
MERTI SOUTH,56.5
GODARUPA,25.3
MERTI SOUTH,31.1
MERU,"7,013.90"
BUURI EAST,332.9
BUURI,159.7
KIIRUA,15.3
KIIRUA,3.5
MARIINYA,7.3
RUNYENYE,4.5
MUGAE,21.1
MUGAE,21.1
MUTUUMA,17
MUTUUMA,17
NCHOROIBORO,14.9
KABUTUKII,8.2
TIGIJI,6.7
NKANDO,34.1
KINYENJERE,13.5
NKANDO,20.6
RUIRI,6.4
KAMUTUNE,6.4
RWARERA,50.9
KIRWIRO,18.1
KITHWENE,32.8
KIBIRICHIA,92
KIAMIOGO,17.5
KIAMIOGO,13.9
MBURUGITI,3.7
KIBIRICHIA,15.5
GATHUINE,6.5
KIMBO,9
NTUGI,18.7
MBOROGA,12.8
MUJUJUNE,1.1
MURINYA,4.8
NTUMBURI,40.2
BARRIER,12.9
MARURUI,9.7
NTUMBURI,17.6
NAARI,81.2
KITHIMA,19.5
KARUKU,8.5
KITHIMA,10.9
KONGO-ACEKE,19
KONGO-ACEKE,5.2
NDUNYURUMA,13.8
MAITEI,11
MAITEI,5.9
NTHUNGURI,5.2
MURUGUMA,11.9
GITIMENE,6.4
MICHOGOMONE,5.5
